2024-04-28T01:19:00.915Z   40.73290  -74.71690  3.742   5
2024-04-28T01:07:18.727Z   40.72240  -74.74680  6.551   6
2024-04-28T00:48:02.636Z   40.72840  -74.75190  5.958   7
2024-04-27T22:28:11.691Z   40.70570  -74.75760  6.456   7
2024-04-27T16:57:10.613Z   40.70980  -74.77000  4.977   7
2024-04-27T14:56:35.577Z   40.72280  -74.75510  5.553   7
2024-04-27T13:49:38.053Z   40.69150  -74.74920  5.000  30
2024-04-27T11:10:33.405Z   40.71120  -74.75790  6.101   7
2024-04-27T04:10:25.053Z   40.73870  -74.72740  6.520   5
2024-04-26T04:58:28.021Z   40.72930  -74.77200  2.781   8
2024-04-26T04:17:15.673Z   40.70150  -74.75880  4.900   7
2024-04-26T01:55:56.365Z   40.69130  -74.74810  6.114   7
2024-04-25T21:11:59.467Z   40.70800  -74.78920  4.969   6
2024-04-25T17:50:35.167Z   40.72910  -74.75740  6.727   7
2024-04-25T13:06:37.660Z   40.71850  -74.76900  7.952   5
2024-04-24T17:12:39.281Z   40.72230  -74.75090  5.261  13
2024-04-23T23:46:04.794Z   40.72330  -74.72130  6.278   7
2024-04-23T07:46:20.967Z   40.69470  -74.76150  6.966   5
2024-04-23T03:07:29.305Z   40.70910  -74.76930  2.720   7
2024-04-23T01:13:24.974Z   40.68380  -74.73660  9.109   4
2024-04-23T00:20:04.578Z   40.69190  -74.75910  7.037   6
2024-04-22T20:52:43.593Z   40.72460  -74.77250  5.000   6
2024-04-22T20:49:34.372Z   40.69570  -74.77270  5.000   6
2024-04-22T16:14:41.183Z   40.69360  -74.71440  6.659   7
2024-04-22T12:17:41.565Z   40.70200  -74.75630  6.568   5
2024-04-21T20:52:52.501Z   40.65880  -74.74550  7.651   5
2024-04-21T18:00:10.928Z   40.70350  -74.71810  9.084   8
2024-04-21T17:51:37.960Z   40.70280  -74.75330  6.932   5
2024-04-21T17:13:03.485Z   40.70330  -74.74310  5.365  10
2024-04-21T12:23:08.834Z   40.70080  -74.76380  5.453   5
2024-04-21T09:00:58.947Z   40.69780  -74.76070  6.598   5
2024-04-21T08:34:59.153Z   40.68780  -74.76230  5.850   5
2024-04-21T07:52:04.712Z   40.69920  -74.76400  5.923   5
2024-04-21T06:48:25.329Z   40.70420  -74.77460  5.019   5
2024-04-21T05:30:21.282Z   40.70150  -74.75790  6.158   5
2024-04-21T00:16:45.498Z   40.68030  -74.77250  4.325   5
2024-04-21T00:16:38.249Z   40.68830  -74.78620  2.619   5
2024-04-20T23:04:33.008Z   40.70560  -74.71670  8.965  10
2024-04-20T21:15:21.593Z   40.70680  -74.77290  5.094   5
2024-04-20T18:32:50.748Z   40.69390  -74.76220  6.651   5
2024-04-20T18:07:10.424Z   40.67670  -74.77090  6.024   5
2024-04-20T16:36:40.287Z   40.69070  -74.75190  6.600   5
2024-04-20T14:03:05.918Z   40.70140  -74.77350  4.061   7
2024-04-20T03:34:05.834Z   40.69480  -74.75880  6.322   7
2024-04-20T03:17:48.168Z   40.70630  -74.75590  6.175   4
2024-04-20T03:11:50.521Z   40.65830  -74.72620  9.797   5
2024-04-20T02:06:35.531Z   40.71400  -74.73910  6.198  23
2024-04-19T22:56:11.773Z   40.69070  -74.76630  7.958  10
2024-04-19T22:55:43.352Z   40.67520  -74.78110  5.000   5
2024-04-19T08:54:02.088Z   40.71390  -74.76630  4.360  12
2024-04-19T07:52:31.752Z   40.65210  -74.76600  5.000   5
2024-04-19T03:54:03.719Z   40.70900  -74.75670  6.852  16
2024-04-19T03:12:38.572Z   40.70940  -74.76430  5.007   4
2024-04-19T01:04:53.120Z   40.69070  -74.76470  6.313   6
2024-04-18T14:17:00.101Z   40.71550  -74.70670  9.945   8
2024-04-18T13:07:17.862Z   40.66090  -74.74110  8.132   9
2024-04-18T11:17:52.013Z   40.67800  -74.77310  8.044   5
2024-04-18T08:50:08.229Z   40.69370  -74.77930  5.657   5
2024-04-18T02:31:11.724Z   40.70410  -74.72930  8.161   5
2024-04-17T22:55:11.899Z   40.69690  -74.76050  6.414   4
2024-04-17T16:40:04.253Z   40.69250  -74.76620  6.998   5
2024-04-17T04:51:36.757Z   40.70570  -74.75700  6.145   5
2024-04-17T03:03:31.007Z   40.70100  -74.77030  5.424   5
2024-04-16T08:27:23.481Z   40.69930  -74.76830  3.116   9
2024-04-16T05:00:08.757Z   40.68720  -74.75880  5.862   5
2024-04-16T03:51:48.033Z   40.69620  -74.77100  5.509   5
2024-04-16T00:09:47.290Z   40.70330  -74.74110  7.816   6
2024-04-16T00:04:31.898Z   40.66670  -74.74440  8.880  10
2024-04-15T13:58:52.322Z   40.68730  -74.74980  6.726   5
2024-04-15T10:50:37.373Z   40.70380  -74.75500  6.099   9
2024-04-15T10:23:12.488Z   40.71160  -74.74740  6.587   9
2024-04-15T06:29:43.509Z   40.69410  -74.76280  4.173  11
2024-04-15T05:17:24.466Z   40.69110  -74.75800  6.168  14
2024-04-15T05:02:17.257Z   40.70320  -74.75200  7.211   8
2024-04-15T03:01:28.776Z   40.67640  -74.78280  3.249   8
2024-04-14T22:07:49.242Z   40.70180  -74.77700  5.912   8
2024-04-14T14:31:55.315Z   40.69720  -74.76910  6.935   5
2024-04-14T13:12:46.467Z   40.68800  -74.77150  2.946   6
2024-04-14T10:25:10.589Z   40.69550  -74.77040  5.444   5
2024-04-14T08:57:28.455Z   40.68680  -74.77100  5.762   5
2024-04-14T06:28:09.374Z   40.66540  -74.75730  6.766   5
2024-04-14T06:17:11.811Z   40.66310  -74.75920  7.263  11
2024-04-14T05:48:35.402Z   40.68010  -74.77270  6.212   5
2024-04-14T05:31:11.161Z   40.69080  -74.76390  6.013   5
2024-04-14T03:06:51.819Z   40.70660  -74.75850  5.474   5
2024-04-13T22:48:43.446Z   40.70040  -74.75360  5.484   6
2024-04-13T07:19:22.423Z   40.70820  -74.76740  4.902   8
2024-04-13T01:19:40.735Z   40.70400  -74.76090  5.158   5
2024-04-13T01:14:24.799Z   40.67070  -74.78190  6.472   5
2024-04-12T21:28:54.125Z   40.64440  -74.75680  6.857   7
2024-04-12T13:05:04.273Z   40.70070  -74.70510  8.564  13
2024-04-12T10:12:37.471Z   40.68830  -74.75700  8.942   5
2024-04-12T09:20:00.545Z   40.68710  -74.71170  7.421  21
2024-04-12T03:15:56.057Z   40.69090  -74.77660  4.447   6
2024-04-12T00:06:36.505Z   40.69440  -74.76070  5.868   5
2024-04-11T14:47:37.315Z   40.69900  -74.77000  5.132   6
2024-04-11T13:31:43.481Z   40.66890  -74.75040  5.000   3
2024-04-11T03:35:26.288Z   40.70290  -74.77580  9.591   5
2024-04-11T02:28:02.146Z   40.67030  -74.75500  1.564   5
2024-04-11T00:05:14.487Z   40.68860  -74.71940  7.636  17
2024-04-10T22:21:49.464Z   40.70780  -74.76760  8.350   4
2024-04-10T14:22:52.782Z   40.69780  -74.72070  9.396  19
2024-04-10T02:11:34.069Z   40.68800  -74.74550  4.121   7
2024-04-09T22:38:00.574Z   40.66990  -74.74130  8.754   7
2024-04-09T20:59:09.728Z   40.69130  -74.78400  7.294   6
2024-04-09T06:51:49.761Z   40.72370  -74.73990  5.000   8
2024-04-08T19:42:45.261Z   40.66590  -74.72020  7.948   5
2024-04-08T10:07:40.322Z   40.67510  -74.74980  4.233  19
2024-04-08T06:13:26.185Z   40.69220  -74.74590  5.000   9
2024-04-08T05:21:14.882Z   40.65740  -74.73770  4.327  11
2024-04-07T23:31:47.245Z   40.70760  -74.73920  5.423   6
2024-04-07T15:35:13.812Z   40.67080  -74.74230  4.140  24
2024-04-07T13:53:35.837Z   40.66460  -74.73420  7.716   9
2024-04-07T07:40:06.441Z   40.71240  -74.75560  2.133   8
2024-04-07T05:45:56.539Z   40.66220  -74.74170  5.392   8
2024-04-06T23:16:26.766Z   40.70580  -74.73300  5.317   7
2024-04-06T21:34:24.436Z   40.69170  -74.77670  6.238  11
2024-04-06T19:34:48.025Z   40.69060  -74.76520  3.857  31
2024-04-06T18:22:27.601Z   40.66510  -74.72430  8.843  16
2024-04-06T12:50:50.807Z   40.68200  -74.76840  8.586   9
2024-04-06T12:16:33.835Z   40.69120  -74.73080  7.305  18
2024-04-06T10:46:39.347Z   40.69870  -74.74930  6.343  37
2024-04-06T08:18:26.955Z   40.73450  -74.76790  7.811  10
2024-04-06T08:09:17.494Z   40.70920  -74.75290  2.420  10
2024-04-06T07:11:18.638Z   40.67810  -74.72180  3.628   9
2024-04-06T05:07:47.430Z   40.69860  -74.73280  6.306  11
2024-04-06T00:51:18.116Z   40.70660  -74.74400  4.041   9
2024-04-06T00:39:11.752Z   40.68550  -74.70050  8.286  15
2024-04-05T23:39:23.890Z   40.66780  -74.75450  6.276  10
2024-04-05T23:10:48.989Z   40.68570  -74.76450  2.606  12
2024-04-05T22:16:18.334Z   40.66970  -74.72440  6.730  19
2024-04-05T21:59:13.447Z   40.69000  -74.74630  4.111  34
2024-04-05T20:21:07.865Z   40.67410  -74.74430  8.779  13
2024-04-05T20:13:47.677Z   40.67020  -74.76000  5.225  22
2024-04-05T19:58:22.357Z   40.68780  -74.76130  4.352   8
2024-04-05T18:40:20.523Z   40.72060  -74.77350  8.321  10
2024-04-05T17:32:13.906Z   40.64150  -74.74640  4.270  16
2024-04-05T17:21:55.243Z   40.71180  -74.75900  3.170   8
2024-04-05T17:18:47.852Z   40.69570  -74.74400  5.000  15
2024-04-05T17:14:12.664Z   40.68530  -74.72850  8.747  15
2024-04-05T16:49:48.675Z   40.66970  -74.74750  7.980   9
2024-04-05T16:31:51.084Z   40.73610  -74.75590  4.706  12
2024-04-05T15:49:36.525Z   40.72690  -74.75950  5.903  14
2024-04-05T15:37:10.555Z   40.67750  -74.78040  9.282  13
2024-04-05T15:33:13.846Z   40.69040  -74.77660  2.036  11
2024-04-05T15:27:56.555Z   40.68570  -74.75770  6.613  14
2024-04-05T15:20:20.260Z   40.69300  -74.75070  4.905  19
2024-04-05T14:29:59.144Z   40.69000  -74.76650  6.425  24
2024-04-05T14:23:20.045Z   40.69630  -74.75960  2.624 245
